Store ID,Store Name,Wine ID,Wine Title,Wine Variety,Units Sold,Gross Margin,Inventory,price,costofgood
0,Yonge and Dundas,77767,Pagos del Galir 2012 Godello (Valdeorras),Godello,1163,13176.79,4,17,5.67
0,Yonge and Dundas,81939,Quinta do Perdigão 2011 Alfrocheiro (Dão),Alfrocheiro,435,7495.05,8,34,16.77
0,Yonge and Dundas,7480,Grgich Hills 2004 Merlot (Napa Valley),Merlot,272,5989.44,4,40,17.98
0,Yonge and Dundas,110429,Château des Demoiselles 2014 Rosé (Côtes de Provence),Rosé,691,13039.17,2,25,6.13
0,Yonge and Dundas,104622,William Cole 2013 Albamar Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,1406,9068.7,6,11,4.55
0,Yonge and Dundas,127814,Tenuta San Giorgio 2008 Ugolforte  (Brunello di Montalcino),Sangiovese Grosso,184,8250.56,10,65,20.16
0,Yonge and Dundas,54045,DFJ Vinhos 2016 Brigando Rosé (Lisboa),Rosé,1573,12127.83,19,10,2.29
0,Yonge and Dundas,45278,Zaca Mesa 2007 Roussanne (Santa Ynez Valley),Roussanne,470,9080.4,16,25,5.68
0,Yonge and Dundas,109369,Lucente 1999 Sangiovese (Toscana),Sangiovese,701,14812.13,1,28,6.87
0,Yonge and Dundas,100867,Dusted Valley 2013 Malbec (Columbia Valley (WA)),Malbec,551,16766.93,0,42,11.57
0,Yonge and Dundas,79184,Château des Pertonnières 2015 Côteau Belle-Vue  (Beaujolais),Gamay,1264,10036.16,22,15,7.06
0,Yonge and Dundas,4717,Quinta Nova de Nossa Senhora do Carmo 2011 Pomares Red (Douro),Portuguese Red,1283,8942.51,8,15,8.03
0,Yonge and Dundas,118751,Borsao 2014 Viña Borgia Garnacha (Campo de Borja),Garnacha,2025,12150,9,9,3
0,Yonge and Dundas,47739,Librandi 2013 Bianco  (Cirò),Greco Bianco,1528,14088.16,8,12,2.78
0,Yonge and Dundas,46126,W.H. Smith 2009 Marimar Estate Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,508,19192.24,12,48,10.22
0,Yonge and Dundas,52602,Marqués de Cáceres 2015 Satinela Semi Dulce White (Rioja),White Blend,1608,11995.68,12,11,3.54
0,Yonge and Dundas,101442,Bodegas San Valero 2013 Castillo Ducay Red (Cariñena),Red Blend,1950,12753,15,9,2.46
0,Yonge and Dundas,35416,Fattoria Mantellassi 2007 Le Sentinelle Riserva  (Morellino di Scansano),Red Blend,513,9469.98,23,24,5.54
0,Yonge and Dundas,116234,Maurer 2010 Grüner Veltliner (Weinviertel),Grüner Veltliner,786,11507.04,14,24,9.36
0,Yonge and Dundas,83306,Broccardo 2011  Barolo,Nebbiolo,302,9434.48,4,49,17.76
0,Yonge and Dundas,11044,Il Molino di Grace 2012 Il Margone Gran Selezione  (Chianti Classico),Sangiovese,219,7965.03,25,50,13.63
0,Yonge and Dundas,73833,Cantine Bellini 2012  Chianti Rufina,Red Blend,1046,10888.86,25,17,6.59
0,Yonge and Dundas,50477,Laroche 2006  Chablis,Chardonnay,962,12756.12,3,20,6.74
0,Yonge and Dundas,124797,Sierra Cantabria 2007 Reserva  (Rioja),Tempranillo,669,11199.06,11,25,8.26
0,Yonge and Dundas,36745,Standing Sun 2010 Grenache (Santa Barbara County),Grenache,615,13044.15,0,28,6.79
0,Yonge and Dundas,68629,Cosentino 2012 The Cab Cabernet Sauvignon (Lodi),Cabernet Sauvignon,1034,7351.74,18,15,7.89
0,Yonge and Dundas,87776,Macari 2013 Reserve Cabernet Franc (North Fork of Long Island),Cabernet Franc,284,4404.84,24,36,20.49
0,Yonge and Dundas,43773,Parxet 2010 Titiana Brut Pinot Noir (Cava),Pinot Noir,648,12182.4,23,25,6.2
0,Yonge and Dundas,45478,Passaggio 2014 Passion Blend White (California),White Blend,697,7813.37,9,24,12.79
0,Yonge and Dundas,19398,Occasio 2012 Ghielmetti Vineyard Syrah (Livermore Valley),Syrah,387,6977.61,25,39,20.97
0,Yonge and Dundas,62081,Valle dell'Asso 2006 Negroamaro (Galatina),Negroamaro,718,10992.58,14,20,4.69
0,Yonge and Dundas,53105,Mirabeau 2016 Rosé (Côtes de Provence),Rosé,928,14003.52,3,20,4.91
0,Yonge and Dundas,50154,Château Lafite Rothschild 2012 Les Carruades de Lafite  (Pauillac),Bordeaux-style Red Blend,41,5175.02,20,170,43.78
0,Yonge and Dundas,64219,Sterling 2012 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,438,19999.08,7,65,19.34
0,Yonge and Dundas,49842,Ricossa 2007 Antica Casa  (Barbera d'Asti),Barbera,1171,6944.03,25,13,7.07
0,Yonge and Dundas,59982,Château Malartic-Lagravière 2014  Pessac-Léognan,Bordeaux-style Red Blend,176,7281.12,16,60,18.63
0,Yonge and Dundas,41286,Ocone 2009 Piedirosso (Taburno),Piedirosso,1570,13721.8,13,12,3.26
0,Yonge and Dundas,32898,Giornata 2011 Luna Matta Vineyard Nebbiolo (Paso Robles),Nebbiolo,553,14184.45,13,45,19.35
0,Yonge and Dundas,56713,Glenora 2015 Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,860,14327.6,16,25,8.34
0,Yonge and Dundas,41345,Y Rousseau 2010 Milady Chardonnay (Mount Veeder),Chardonnay,516,9334.44,13,36,17.91
0,Yonge and Dundas,3312,Codorníu NV Reserva Raventós Brut Sparkling (Cava),Sparkling Blend,1089,10617.75,19,15,5.25
0,Yonge and Dundas,127944,Pizzolato 2007 Cabernet (Piave),Cabernet,1304,8762.88,23,13,6.28
0,Yonge and Dundas,9192,O. Fournier 2009 Urban Ribera  (Ribera del Duero),Tinto del Pais,1289,12915.78,4,14,3.98
0,Yonge and Dundas,86034,Panther Creek 1998 Nysa Vineyard Pinot Noir (Willamette Valley),Pinot Noir,409,8355.87,4,48,27.57
0,Yonge and Dundas,59422,Olivier Rivière 2015 Ganko  (Rioja),Red Blend,229,4570.84,16,40,20.04
0,Yonge and Dundas,22883,Felix Callejo 2006 Viña Pilar Crianza  (Ribera del Duero),Tempranillo,789,12095.37,21,22,6.67
0,Yonge and Dundas,116860,Vellum 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,303,12332.1,19,56,15.3
0,Yonge and Dundas,80016,Ritual 2013 Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,1053,10845.9,3,18,7.7
0,Yonge and Dundas,27928,Michael David 2009 Petite Petit Red (Lodi),Red Blend,1076,12126.52,8,18,6.73
0,Yonge and Dundas,39850,Viña Alicia 2012 Paso de Piedra Cabernet Sauvignon (Luján de Cuyo),Cabernet Sauvignon,711,9022.59,8,20,7.31
0,Yonge and Dundas,31163,Sinor-LaVallee 2010 Talley-Rincon Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,323,9534.96,18,40,10.48
0,Yonge and Dundas,85421,Arrowood 2005 Chardonnay (Sonoma County),Chardonnay,413,8924.93,10,30,8.39
0,Yonge and Dundas,2133,Bersano 2009 Costalunga  (Barbera d'Asti),Barbera,1564,7366.44,25,10,5.29
0,Yonge and Dundas,2691,Geretto 2001 Pinot Grigio (Delle Venezie),Pinot Grigio,1946,12843.6,20,9,2.4
0,Yonge and Dundas,38782,Pago Casa Gran 2010 Crux Càsa Benasal Red (Valencia),Red Blend,855,11645.1,2,25,11.38
0,Yonge and Dundas,82374,Wilson 2012 Zinfandel (Dry Creek Valley),Zinfandel,735,12737.55,20,30,12.67
0,Yonge and Dundas,68283,Roche de Bellene 2012 Vieilles Vignes  (Savigny-lès-Beaune),Pinot Noir,474,7451.28,22,38,22.28
0,Yonge and Dundas,1878,Chandon NV Etoile Rosé Sparkling (Sonoma-Napa),Sparkling Blend,484,10173.68,0,50,28.98
0,Yonge and Dundas,100775,Coppo 2011 La Rocca  (Gavi),Cortese,934,7705.5,20,17,8.75
0,Yonge and Dundas,51783,Marchesi di Barolo 2008 Madonna di Como  (Dolcetto d'Alba),Dolcetto,782,9939.22,1,17,4.29
0,Yonge and Dundas,124936,Coeur d'Alene 2013 Scarlet Lake Syrah (Washington),Syrah,466,5284.44,16,28,16.66
0,Yonge and Dundas,26823,Canneta 2009  Brunello di Montalcino,Sangiovese,511,16316.23,13,40,8.07
0,Yonge and Dundas,93467,Maior de Mendoza 2010 Sobre Lías Albariño (Rías Baixas),Albariño,721,8248.24,22,18,6.56
0,Yonge and Dundas,8866,Walt 2014 Sierra Mar Pinot Noir (Santa Lucia Highlands),Pinot Noir,377,21409.83,19,75,18.21
0,Yonge and Dundas,48085,Pirro Varone 2009 Tocy  (Primitivo di Manduria),Primitivo,590,10254.2,8,27,9.62
0,Yonge and Dundas,64042,Tenor 2010 1:1 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,172,13065.12,13,98,22.04
0,Yonge and Dundas,119630,Kunde 2003 Estate Syrah (Sonoma Valley),Syrah,705,11117.85,2,22,6.23
0,Yonge and Dundas,9402,,Zinfandel,354,7957.92,0,32,9.52
0,Yonge and Dundas,12942,Santa Carolina 2012 VSC Assemblage Red (Cachapoal Valley),Red Blend,224,4576.32,1,40,19.57
0,Yonge and Dundas,114210,J. Lohr 2012 Highlands Bench Pinot Noir (Santa Lucia Highlands),Pinot Noir,646,11065.98,21,35,17.87
0,Yonge and Dundas,53710,Navarro 2016 Riesling (Anderson Valley),Riesling,652,8782.44,20,22,8.53
0,Yonge and Dundas,49847,Testarossa 2008 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,468,17933.76,10,59,20.68
0,Yonge and Dundas,89841,Beni di Batasiolo 2011 Cerequio  (Barolo),Nebbiolo,310,13506.7,17,79,35.43
0,Yonge and Dundas,106319,Castillo's Hillside Shire 2013 Petit Verdot (Santa Clara County),Petit Verdot,584,12310.72,19,42,20.92
0,Yonge and Dundas,43128,Segura Viudas NV Aria Brut Pinot Noir (Cava),Pinot Noir,1193,10271.73,3,12,3.39
0,Yonge and Dundas,76127,J. Rickards 2011 Five Sisters Blend Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,519,8926.8,14,38,20.8
0,Yonge and Dundas,61883,Torre Quarto 2007 Quarto Ducale Riserva  (Rosso di Cerignola),Red Blend,718,13268.64,12,24,5.52
0,Yonge and Dundas,111985,Le Salette 2012 La Marega  (Amarone della Valpolicella Classico),Red Blend,49,1908.06,1,91,52.06
0,Yonge and Dundas,92258,Lanson 2004 Gold Label Brut Vintage  (Champagne),Champagne Blend,73,4193.85,7,85,27.55
0,Yonge and Dundas,88765,Château de Tracy 2009 Mademoiselle de T  (Pouilly-Fumé),Sauvignon Blanc,724,10729.68,6,23,8.18
0,Yonge and Dundas,52450,Anthony Nappa 2010 Dieci Red (North Fork of Long Island),Bordeaux-style Red Blend,373,7866.57,5,35,13.91
0,Yonge and Dundas,77544,Don Manuel Villafañe 2014 Reserva Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,1072,9937.44,5,17,7.73
0,Yonge and Dundas,46943,Château Doms 2012 Cuvée Amélie  (Graves),Bordeaux-style Red Blend,634,9548.04,8,25,9.94
0,Yonge and Dundas,12730,Seghesio 2013 Zinfandel (Sonoma County),Zinfandel,824,8643.76,19,24,13.51
0,Yonge and Dundas,61236,Arista 2010 Two Birds Estate Pinot Noir (Russian River Valley),Pinot Noir,409,14858.97,8,68,31.67
0,Yonge and Dundas,95008,Last Light 2014 Spanish Springs Vineyard Chardonnay (San Luis Obispo County),Chardonnay,505,7953.75,4,28,12.25
0,Yonge and Dundas,123936,Canalicchio di Sopra 2012  Brunello di Montalcino,Sangiovese,189,7132.86,7,75,37.26
0,Yonge and Dundas,127436,Bruliam 2010 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,334,7838.98,4,46,22.53
0,Yonge and Dundas,76321,Recanati 2006 Yasmin Red Kosher Red (Galilee),Red Blend,1468,7398.72,Did not check,10,4.96
0,Yonge and Dundas,38551,Donatella Cinelli Colombini 1997  Brunello di Montalcino,Sangiovese,551,9130.07,21,38,21.43
0,Yonge and Dundas,101255,Domaine de Ménard 2016 Colombard-Sauvignon Colombard-Sauvignon Blanc (Côtes de Gascogne),Colombard-Sauvignon Blanc,1590,11861.4,19,10,2.54
0,Yonge and Dundas,83233,Armida 2011 Parmelee-Hill Vineyard Zinfandel (Sonoma Coast),Zinfandel,275,6426.75,13,40,16.63
0,Yonge and Dundas,103948,Wilridge 2013 Estate Wilridge Vineyard Barbera (Naches Heights),Barbera,671,14091,12,35,14
0,Yonge and Dundas,80882,Dunnewood 1998 Signature Clara's Vineyard Cabernet Sauvignon (Mendocino County),Cabernet Sauvignon,941,9673.48,24,15,4.72
0,Yonge and Dundas,120385,ZD 2009 Norman C. deLeuze Founder's Reserve Pinot Noir (Carneros),Pinot Noir,111,4622.04,20,65,23.36
0,Yonge and Dundas,96411,Vignemastre 2012 Dardo Red (Toscana),Red Blend,1569,9806.25,24,12,5.75
0,Yonge and Dundas,31701,Coeur de Terre 2007 Estate Pinot Noir (McMinnville),Pinot Noir,514,9709.46,13,34,15.11
0,Yonge and Dundas,68292,Stift Göttweig 2016 Furth Riesling (Kremstal),Riesling,556,8340,12,23,8
0,Yonge and Dundas,47145,Domaines Ott 2012 Château Romassan Rosé (Bandol),Rosé,198,4951.98,20,46,20.99
0,Yonge and Dundas,106422,Tenuta Cà Bolani NV Brut Prosecco (Italy),Prosecco,977,10405.05,22,16,5.35
0,Yonge and Dundas,93284,Paul Buisse 2012 Sauvignon Blanc (Touraine),Sauvignon Blanc,1102,8937.22,17,13,4.89
0,Yonge and Dundas,51299,una.wine 2016 Rosé (Burgenland),Rosé,1834,8803.2,23,10,5.2
0,Yonge and Dundas,78903,Dr. Leimbrock 2015 Brauneberger Juffer Auslese Riesling (Mosel),Riesling,439,6549.88,14,33,18.08
0,Yonge and Dundas,116560,Sator 2012 Sileno Sangiovese (Toscana),Sangiovese,408,8274.24,20,30,9.72
0,Yonge and Dundas,60313,Cono Sur 2016 Organic Chardonnay (San Antonio),Chardonnay,1174,6997.04,15,14,8.04
0,Yonge and Dundas,55292,Haak 2010 Thomas Jefferson Series Madeira Jacquez (Texas),Jacquez,775,7525.25,21,23,13.29
0,Yonge and Dundas,107776,Stella Mia NV Rosso e Dolce Brachetto (Italy),Brachetto,1313,7484.1,11,11,5.3
0,Yonge and Dundas,58759,Vermeil 2013 Jean Louis Vermeil Frediani Vineyard Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,224,10626.56,18,90,42.56
0,Yonge and Dundas,17923,Grove Mill 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,1034,10112.52,5,15,5.22
0,Yonge and Dundas,60817,Delgado Zuleta NV Premium Pedro Ximénez Pedro Ximénez (Jerez),Pedro Ximénez,649,6593.84,23,25,14.84
0,Yonge and Dundas,63539,Château Bianca 2014 Riesling (Willamette Valley),Riesling,908,8498.88,11,15,5.64
0,Yonge and Dundas,77031,Flowers 2011 Moon Select Chardonnay (Sonoma Coast),Chardonnay,51,2431.68,3,70,22.32
0,Yonge and Dundas,27179,Periple 2011 French Creek Vineyard Chardonnay (Washington),Chardonnay,634,12477.12,8,28,8.32
0,Yonge and Dundas,58984,Monmousseau NV Cuvée J.M. Rosé Brut Sparkling (Touraine),Sparkling Blend,725,6206,21,18,9.44
0,Yonge and Dundas,63155,Monte dos Cabaços 2008 Colheita Seleccionada Red (Alentejano),Portuguese Red,772,7766.32,8,18,7.94
0,Yonge and Dundas,38756,Sleight of Hand 2011 Levitation Syrah (Columbia Valley (WA)),Syrah,233,6118.58,5,40,13.74
0,Yonge and Dundas,9100,Tamar Ridge 2007 Kayena Vineyard Pinot Gris (Tasmania),Pinot Gris,759,12462.78,25,22,5.58
0,Yonge and Dundas,51087,Adobe Road 2006 Bavarian Lion Vineyard Cabernet Franc (Knights Valley),Cabernet Franc,296,8415.28,5,38,9.57
0,Yonge and Dundas,32516,Duck Pond 2008 Pinot Noir (Willamette Valley),Pinot Noir,680,8812.8,8,20,7.04
0,Yonge and Dundas,120767,Prospect 772 2010 The Brat Grenache-Syrah (Calaveras County),Grenache-Syrah,387,7202.07,9,36,17.39
0,Yonge and Dundas,56820,Bodegas Riojanas 2010 Monte Real Reserva  (Rioja),Tempranillo,693,8135.82,7,26,14.26
0,Yonge and Dundas,51284,Ambassador Vineyard 2014 Limited Varietal Selection Estate Grown Petit Verdot (Red Mountain),Petit Verdot,147,4764.27,3,75,42.59
0,Yonge and Dundas,87547,Nodland 2008 Private Blend Red (Columbia Valley (WA)),Bordeaux-style Red Blend,424,5842.72,17,28,14.22
0,Yonge and Dundas,96888,Genoa 2011 Even Keel Red (Red Mountain),Red Blend,393,5729.94,21,29,14.42
0,Yonge and Dundas,129417,Naggiar 2015 Black Beast Red (Sierra Foothills),Red Blend,513,7633.44,22,27,12.12
0,Yonge and Dundas,48233,Jaffurs 2012 Grenache (Santa Barbara County),Grenache,657,8948.34,2,34,20.38
0,Yonge and Dundas,86676,Ingleside 2008 Petit Verdot (Virginia),Petit Verdot,857,12709.31,16,20,5.17
0,Yonge and Dundas,87704,Peace Water 2015 Inspire Rosé (North Coast),Rosé,715,7428.85,18,21,10.61
0,Yonge and Dundas,83283,EOS 2013 Cabernet Sauvignon (Central Coast),Cabernet Sauvignon,667,6810.07,2,20,9.79
0,Yonge and Dundas,36388,Lundeen 2012 Pinot Noir (Willamette Valley),Pinot Noir,712,13948.08,5,25,5.41
0,Yonge and Dundas,42774,Twisted 2012 Merlot (California),Merlot,2055,10069.5,0,8,3.1
0,Yonge and Dundas,73537,Illuminati Dino 2007 Daniele White (Controguerra),White Blend,498,11140.26,9,36,13.63
0,Yonge and Dundas,47865,Waterbrook 2011 Pinot Gris (Columbia Valley (WA)),Pinot Gris,1519,10481.1,21,12,5.1
0,Yonge and Dundas,107844,Pewsey Vale 2010 The Contours Museum Reserve Riesling (Eden Valley),Riesling,598,13431.08,9,32,9.54
0,Yonge and Dundas,12992,Wild Meadows 2012 Merlot (Columbia Valley (WA)),Merlot,1455,9282.9,18,12,5.62
0,Yonge and Dundas,57984,Castoro Cellars 2015 Reserve Viognier (Paso Robles),Viognier,677,10750.76,6,22,6.12
0,Yonge and Dundas,103190,Owen Roe 2013 DuBrul Vineyard Chardonnay (Yakima Valley),Chardonnay,303,6750.84,6,48,25.72
0,Yonge and Dundas,66949,Gallegos 2014 Boekenoogen Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,401,8332.78,24,44,23.22
0,Yonge and Dundas,9956,Merrill Cellars 2011 Reserve Viognier (Oregon),Viognier,503,8138.54,12,30,13.82
0,Yonge and Dundas,26062,Château Roustaing 2015 Réserve Vieilles Vignes  (Bordeaux),Bordeaux-style Red Blend,1177,7768.2,25,12,5.4
0,Yonge and Dundas,95810,Sepp Moser 2014 Von den Terrassen Grüner Veltliner (Kremstal),Grüner Veltliner,678,10251.36,5,20,4.88
0,Yonge and Dundas,88621,Stottle 2012 Mourvèdre (Columbia Valley (WA)),Mourvèdre,450,5472,19,28,15.84
0,Yonge and Dundas,90507,St. Pauls 2007 Luziafeld Exclusiv Pinot Nero (Alto Adige),Pinot Nero,692,10532.24,10,29,13.78
0,Yonge and Dundas,6505,Hacienda del Carche NV Brut Sparkling (Cava),Sparkling Blend,1661,7839.92,3,10,5.28
0,Yonge and Dundas,77388,Netzl 2012 Bärnreiser Merlot (Carnuntum),Merlot,202,4470.26,13,44,21.87
0,Yonge and Dundas,127001,Jean-Luc and Paul Aegerter 2014 Les Champgains Premier Cru  (Puligny-Montrachet),Chardonnay,8,688.4,5,128,41.95
0,Yonge and Dundas,23756,Château Gigault 2010  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,430,6497.3,2,27,11.89
0,Yonge and Dundas,96492,Louis Chevallier 2013  Bourgogne,Chardonnay,834,10066.38,12,16,3.93
0,Yonge and Dundas,57505,Michael Sullberg 2015 Reserve Lot 92 Chardonnay (California),Chardonnay,1114,8666.92,15,14,6.22
0,Yonge and Dundas,84801,Château Liversan 2011  Haut-Médoc,Bordeaux-style Red Blend,844,11849.76,9,20,5.96
0,Yonge and Dundas,107133,Wood Family Vineyards 2014 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,388,6727.92,6,38,20.66
0,Yonge and Dundas,126125,MAD Wines 2010 24.4 Brix Chardonnay (Russian River Valley),Chardonnay,691,9300.86,18,22,8.54
0,Yonge and Dundas,46979,Laird 2013 Flat Rock Ranch Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,303,17889.12,23,90,30.96
0,Yonge and Dundas,102638,Domaine Martin 2014 Les Trois Versants Vieilles Vignes Sur Lie  (Muscadet Sèvre et Maine),Melon,1019,8213.14,3,15,6.94
0,Yonge and Dundas,113862,Devaux 2008 D Millésimé Brut  (Champagne),Champagne Blend,8,345.92,10,85,41.76
0,Yonge and Dundas,18236,Brutocao 2014 Contento Vineyard Estate Bottled Cabernet Sauvignon (Mendocino),Cabernet Sauvignon,595,8032.5,2,30,16.5
0,Yonge and Dundas,96416,BBQ Wine Company 2013 Oink! White (America),White Blend,1020,6732,4,15,8.4
0,Yonge and Dundas,9416,Back Seat 2010 Brunette Red (California),Bordeaux-style Red Blend,854,11563.16,17,20,6.46
0,Yonge and Dundas,104251,Brutocao 2012 Bliss Vineyard Estate Bottled Zinfandel (Mendocino),Zinfandel,463,8871.08,20,25,5.84
0,Yonge and Dundas,83904,Pennywise 2008 Petite Sirah (California),Petite Sirah,1400,11130,20,12,4.05
0,Yonge and Dundas,103091,Albino Armani NV Casa Beffi Col Fondo  (Prosecco),Glera,1017,9376.74,12,19,9.78
0,Yonge and Dundas,101710,Castellari Bergaglio 2014 Fornaci  (Gavi),Cortese,564,9492.12,3,22,5.17
0,Yonge and Dundas,2857,Ryan Patrick 2013 Reserve Northridge Vineyard Grenache (Wahluke Slope),Grenache,411,10710.66,7,35,8.94
0,Yonge and Dundas,51278,Szigeti 2009 Rosé Brut Pinot Noir (Österreichischer Sekt),Pinot Noir,561,9508.95,9,25,8.05
